Id,AthleteId,RecruitType,Year,Ranking,Name,School,CommittedTo,Position,Height,Weight,Stars,Rating,City,StateProvince,Country,HometownInfo Latitude,HometownInfo Longitude,HometownInfo FipsCode
61569,4428988.0,HighSchool,2020,1.0,Bryan Bresee,Damascus,Clemson,DT,77.0,290.0,5,0.9995,Damascus,MD,USA,39.2884381,-77.2038717,24031.0
61570,4685720.0,HighSchool,2020,2.0,Bryce Young,Mater Dei,Alabama,DUAL,71.0,183.0,5,0.9994,Santa Ana,CA,USA,33.7494951,-117.8732213,6059.0
61571,4430800.0,HighSchool,2020,3.0,Julian Fleming,Southern Columbia,Ohio State,WR,74.0,199.0,5,0.9979,Catawissa,PA,USA,40.9548267,-76.4609868,42037.0
61572,4428992.0,HighSchool,2020,4.0,Kelee Ringo,Saguaro,Georgia,CB,74.0,205.0,5,0.9976,Scottsdale,AZ,USA,33.4942189,-111.9260184,4013.0
61573,4428994.0,HighSchool,2020,5.0,Arik Gilbert,Marietta,LSU,TE,77.0,253.0,5,0.9972,Marietta,GA,USA,33.9528472,-84.5496148,13067.0
61574,4428986.0,HighSchool,2020,6.0,Justin Flowe,Upland,Oregon,ILB,74.0,225.0,5,0.9967,Upland,CA,USA,34.09751,-117.6483876,6071.0
61576,4428996.0,HighSchool,2020,8.0,Jordan Burch,Hammond School,South Carolina,DT,77.0,275.0,5,0.9954,Columbia,SC,USA,34.0007493,-81.0343313,45079.0
61577,4428991.0,HighSchool,2020,9.0,Paris Johnson Jr.,Princeton,Ohio State,OT,79.0,290.0,5,0.9953,Cincinnati,OH,USA,39.1014537,-84.5124602,39061.0
61578,unknown,HighSchool,2020,10.0,DJ Uiagalelei,St. John Bosco,Clemson,PRO,76.5,246.0,5,0.9949,Bellflower,CA,USA,33.8825705,-118.1167679,6037.0
61579,4428990.0,HighSchool,2020,11.0,Broderick Jones,Lithonia,Georgia,OT,77.0,298.0,5,0.9947,Lithonia,GA,USA,33.7123305,-84.1051939,13089.0
61580,4429014.0,HighSchool,2020,12.0,Gervon Dexter,Lake Wales,Florida,DT,78.5,286.0,5,0.9946,Lake Wales,FL,USA,27.9014133,-81.5859099,12105.0
61581,4430822.0,HighSchool,2020,13.0,Noah Sewell,Orem,Oregon,ILB,74.0,266.0,5,0.9935,Orem,UT,USA,40.2971825,-111.694943,49049.0
74905,4429011.0,HighSchool,2020,14.0,Eli Ricks,IMG Academy,LSU,CB,74.0,192.0,5,0.9928,Rancho Cucamonga,CA,USA,34.1033192,-117.5751735,6071.0
61582,unknown,HighSchool,2020,14.0,Elias Ricks,IMG Academy,LSU,CB,74.0,192.0,5,0.9928,Rancho Cucamonga,CA,USA,34.1033192,-117.5751735,6071.0
61583,4430807.0,HighSchool,2020,15.0,Bijan Robinson,Salpointe Catholic,Texas,RB,72.0,200.0,5,0.9928,Tucson,AZ,USA,32.2228765,-110.9748477,4019.0
61584,unknown,HighSchool,2020,16.0,Zachary Evans,North Shore,unknown,RB,71.0,200.0,5,0.9925,Houston,TX,USA,29.7589382,-95.3676974,48201.0
74906,4685035.0,HighSchool,2020,16.0,Zach Evans,North Shore,TCU,RB,71.0,200.0,5,0.9925,Houston,TX,USA,29.7589382,-95.3676974,48201.0
61585,4685724.0,HighSchool,2020,17.0,Will Anderson,Dutchtown,Alabama,WDE,75.0,230.0,5,0.9913,Hampton,GA,USA,33.3870578,-84.2829784,13151.0
61586,4685759.0,HighSchool,2020,18.0,Jalen Carter,Apopka,Georgia,DT,75.0,301.0,5,0.9913,Apopka,FL,USA,28.6779683,-81.5115214,12095.0
61587,4428989.0,HighSchool,2020,19.0,Chris Braswell,St. Frances Academy,Alabama,WDE,75.0,220.0,5,0.9911,Baltimore,MD,USA,39.2908816,-76.610759,24510.0
61588,4429002.0,HighSchool,2020,20.0,Demarkcus Bowman,Lakeland,Clemson,RB,69.0,191.0,5,0.991,Lakeland,FL,USA,28.0394654,-81.9498042,12105.0
61589,4685145.0,HighSchool,2020,21.0,Jaylon Jones,Steele,Texas A&M,S,73.5,190.0,5,0.9907,Cibolo,TX,USA,29.5707831,-98.2330927,48187.0
61590,4685721.0,HighSchool,2020,22.0,Drew Sanders,Ryan,Alabama,ATH,77.0,232.0,5,0.9897,Denton,TX,USA,33.2150386,-97.1330516,48121.0
61591,4430802.0,HighSchool,2020,23.0,Darnell Washington,Desert Pines,Georgia,ATH,79.5,261.0,5,0.9894,Las Vegas,NV,USA,36.1672559,-115.1485163,32003.0
61592,4429022.0,HighSchool,2020,24.0,Kayshon Boutte,Westgate,LSU,WR,72.0,180.0,5,0.9894,New Iberia,LA,USA,30.0035365,-91.8187285,22045.0
61593,4428995.0,HighSchool,2020,25.0,Demond Demas,Tomball,Texas A&M,WR,75.0,182.0,5,0.989,Tomball,TX,USA,30.0971621,-95.6160549,48201.0
61594,4430831.0,HighSchool,2020,26.0,Trenton Simpson,Mallard Creek,Clemson,OLB,75.0,224.0,5,0.9871,Charlotte,NC,USA,35.2272,-80.843083,37119.0
61595,4429006.0,HighSchool,2020,27.0,Rakim Jarrett,St. John's,Maryland,WR,72.0,208.0,5,0.987,Washington,DC,USA,38.8949855,-77.0365708,11001.0
74907,4688816.0,HighSchool,2020,28.0,Tony Grimes,Princess Anne,North Carolina,CB,72.0,180.0,5,0.986,Virginia Beach,VA,USA,36.8529841,-75.9774183,51810.0
61597,4428997.0,HighSchool,2020,29.0,Sav'ell Smalls,Kennedy Catholic,Washington,WDE,76.0,244.0,5,0.9845,unknown,unknown,unknown,unknown,unknown,unknown
61596,4430878.0,HighSchool,2020,29.0,Jaxon Smith-Njigba,Rockwall,Ohio State,WR,73.0,188.0,5,0.9856,Rockwall,TX,USA,32.9312336,-96.4597089,48397.0
74908,4428997.0,HighSchool,2020,30.0,Sav'ell Smalls,Kennedy Catholic,Washington,WDE,76.0,244.0,5,0.9843,Burien,WA,USA,47.469918,-122.3485274,53033.0
61598,4430805.0,HighSchool,2020,31.0,Dontae Manning,Raytown,Oregon,CB,72.0,185.0,5,0.9841,Kansas City,MO,USA,39.100105,-94.5781416,29095.0
61599,4429086.0,HighSchool,2020,32.0,Michael Mayer,Covington Catholic,Notre Dame,TE,76.0,232.0,5,0.9833,Alexandria,KY,USA,38.9595078,-84.3879946,21037.0
61600,unknown,HighSchool,2020,32.0,Mekhail Sherman,St. John's,Georgia,OLB,75.0,234.0,4,0.9833,Washington,DC,USA,38.8949855,-77.0365708,11001.0
74909,4685771.0,HighSchool,2020,33.0,MJ Sherman,St. John's,Georgia,OLB,75.0,234.0,4,0.983,Washington,DC,USA,38.8949855,-77.0365708,11001.0
61601,unknown,HighSchool,2020,34.0,Demonte Capehart,IMG Academy,Clemson,DT,76.5,295.0,4,0.9829,Hartsville,SC,USA,34.3740431,-80.0734005,45031.0
61602,4429049.0,HighSchool,2020,35.0,Demorie Tate,Freedom,Florida State,CB,73.0,189.0,4,0.9828,Orlando,FL,USA,28.5421109,-81.3790304,12095.0
61603,4429097.0,HighSchool,2020,36.0,Curtis Jacobs,McDonogh School,Penn State,OLB,74.0,220.0,4,0.9823,Owings Mills,MD,USA,39.4010753,-76.796299,24005.0
61604,4689632.0,HighSchool,2020,37.0,Jordan Johnson,DeSmet,Notre Dame,WR,73.0,182.0,4,0.9822,Saint Louis,MO,USA,38.6264178,-90.1998378,29510.0
61605,4429035.0,HighSchool,2020,38.0,Tate Ratledge,Darlington School,Georgia,OT,78.0,322.0,4,0.9821,Rome,GA,USA,34.257038,-85.1646726,13115.0
61606,4429045.0,HighSchool,2020,39.0,Demouy Kennedy,Theodore,Alabama,ILB,75.0,215.0,4,0.9819,Theodore,AL,USA,30.547295,-88.18020367595204,1097.0
61607,4429013.0,HighSchool,2020,40.0,Tank Bigsby,Callaway,Auburn,RB,72.0,210.0,4,0.9814,Hogansville,GA,USA,33.1731769,-84.914936,13285.0
61608,4429034.0,HighSchool,2020,41.0,Jaquelin Roy,University Lab,LSU,DT,75.5,289.0,4,0.9803,Baton Rouge,LA,USA,30.4459596,-91.18738,22033.0
61609,unknown,HighSchool,2020,42.0,CJ Stroud,Rancho Cucamonga,Ohio State,PRO,74.5,194.0,4,0.978,Rancho Cucamonga,CA,USA,34.1033192,-117.5751735,6071.0
61610,4429023.0,HighSchool,2020,43.0,MarShawn Lloyd,DeMatha Catholic,South Carolina,RB,69.0,211.0,4,0.9778,Hyattsville,MD,USA,38.9529442,-76.9408647,24033.0
61611,4428987.0,HighSchool,2020,44.0,Desmond Evans,Lee County,North Carolina,WDE,78.0,240.0,4,0.9774,Sanford,NC,USA,35.4798757,-79.1802994,37105.0
61612,4690797.0,HighSchool,2020,45.0,Avantae Williams,Deland,Miami,S,71.0,170.0,4,0.9766,Deland,FL,USA,29.0283213,-81.3031098,12127.0
61613,4429125.0,HighSchool,2020,46.0,Gary Bryant Jr.,Centennial,USC,WR,70.5,164.0,4,0.9766,Corona,CA,USA,33.8752945,-117.5664449,6065.0
61614,4429001.0,HighSchool,2020,47.0,Jase McClellan,Aledo,Alabama,RB,70.5,202.0,4,0.9755,Aledo,TX,USA,32.69900905,-97.60396629774492,48367.0
61615,4429031.0,HighSchool,2020,48.0,Turner Corcoran,Lawrence Free State,Nebraska,OT,78.0,280.0,4,0.9748,Lawrence,KS,USA,38.9719384,-95.2359496,20045.0
61616,4692672.0,HighSchool,2020,49.0,Donell Harris,Gulliver Prep,Texas A&M,WDE,76.0,216.0,4,0.9745,Miami,FL,USA,25.7742658,-80.1936589,12086.0
61617,4429044.0,HighSchool,2020,50.0,Walker Parks,Frederick Douglass,Clemson,OT,77.0,275.0,4,0.9745,Lexington,KY,USA,38.0464066,-84.4970393,21067.0
61618,4429067.0,HighSchool,2020,51.0,Clark Phillips III,La Habra,Utah,CB,70.5,178.0,4,0.9744,La Habra,CA,USA,33.9330156,-117.944777,6059.0
61619,4692185.0,HighSchool,2020,52.0,Justin Rogers,Oak Park,Kentucky,DT,74.5,311.0,4,0.9744,Oak Park,MI,USA,42.4595317,-83.1821445,17031.0
61620,4686092.0,HighSchool,2020,53.0,Fred Davis II,Trinity Christian Academy,Clemson,CB,72.0,192.0,4,0.974,Jacksonville,FL,USA,30.3321838,-81.655651,12031.0
61622,4429019.0,HighSchool,2020,54.0,Marcus Rosemy,St. Thomas Aquinas,Georgia,WR,74.0,195.0,4,0.9737,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011.0
61621,4429012.0,HighSchool,2020,54.0,Kendall Milton,Buchanan,Georgia,RB,73.5,215.0,4,0.9738,Clovis,CA,USA,36.8252277,-119.7029194,6019.0
74910,4695252.0,HighSchool,2020,55.0,Marcus Rosemy-Jacksaint,St. Thomas Aquinas,Georgia,WR,74.0,195.0,4,0.9734,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011.0
61623,unknown,HighSchool,2020,56.0,Timothy Smith,Sebastian River,Alabama,DT,76.0,320.0,4,0.9731,Sebastian,FL,USA,27.816415,-80.4706078,12061.0
61624,4429004.0,HighSchool,2020,57.0,Phillip Webb,Lanier,LSU,OLB,75.5,224.0,4,0.9725,Buford,GA,USA,34.1206564,-84.0043513,13135.0
61626,4429105.0,HighSchool,2020,58.0,Arian Smith,Lakeland,Georgia,WR,73.0,170.0,4,0.9723,Lakeland,FL,USA,28.0394654,-81.9498042,12105.0
61625,4429032.0,HighSchool,2020,59.0,Hudson Card,Lake Travis,Texas,DUAL,74.5,179.0,4,0.9721,Austin,TX,USA,30.2711286,-97.7436995,48453.0
61627,4430815.0,HighSchool,2020,60.0,Sedrick Van Pran,Warren Easton,Georgia,OC,76.0,305.0,4,0.9713,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0
61628,4692025.0,HighSchool,2020,61.0,Brian Branch,Sandy Creek,Alabama,S,71.0,185.0,4,0.9709,Tyrone,GA,USA,33.4713249,-84.5972005,13113.0
61629,4692680.0,HighSchool,2020,62.0,McKinnley Jackson,George County,Texas A&M,DT,74.0,327.0,4,0.9709,Lucedale,MS,USA,30.9251869,-88.5900235,28039.0
61630,4430835.0,HighSchool,2020,63.0,Alfred Collins,Cedar Creek,Texas,SDE,77.0,284.0,4,0.9706,Bastrop,TX,USA,30.1104947,-97.3152701,48021.0
61631,4429141.0,HighSchool,2020,64.0,Derek Wingo,St. Thomas Aquinas,Florida,OLB,74.0,210.0,4,0.9705,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011.0
61632,4692048.0,HighSchool,2020,65.0,Quandarrius Robinson,Jackson-Olin,Alabama,OLB,77.0,217.0,4,0.9703,Birmingham,AL,USA,33.5206824,-86.8024326,1073.0
61633,4429115.0,HighSchool,2020,66.0,Gee Scott Jr.,Eastside Catholic,Ohio State,WR,74.5,207.0,4,0.9702,Sammamish,WA,USA,47.6088445,-122.0423067,53033.0
61635,4430834.0,HighSchool,2020,67.0,Jalen McMillan,San Joaquin Memorial,Washington,WR,74.0,182.0,4,0.9702,Fresno,CA,USA,36.7295295,-119.70886126075588,6019.0
61634,4430817.0,HighSchool,2020,68.0,Xzavier Henderson,Columbus,Florida,WR,75.5,180.0,4,0.97,Miami,FL,USA,25.7742658,-80.1936589,12086.0
61636,4686093.0,HighSchool,2020,69.0,E.J. Williams,Central,Clemson,WR,75.0,188.0,4,0.9682,Phenix City,AL,USA,32.4709761,-85.0007653,1113.0
61637,4430804.0,HighSchool,2020,70.0,Chris Tyree,Thomas Dale,Notre Dame,APB,70.0,179.0,4,0.968,Chester,VA,USA,37.3569086,-77.4421818,51041.0
61639,4429148.0,HighSchool,2020,71.0,Theo Johnson,unknown,Penn State,TE,78.0,242.0,4,0.9667,Windsor,ON,CAN,unknown,unknown,unknown
61638,4429025.0,HighSchool,2020,71.0,Quentin Johnston,Temple,TCU,WR,76.0,180.0,4,0.9674,Temple,TX,USA,31.098207,-97.3427847,48027.0
74911,4429148.0,HighSchool,2020,72.0,Theo Johnson,Holy Names High School,Penn State,TE,78.0,242.0,4,0.9664,Windsor,ON,CAN,unknown,unknown,unknown
61641,4690972.0,HighSchool,2020,73.0,Ja'Quinden Jackson,Duncanville,Texas,DUAL,74.0,219.0,4,0.9665,Duncanville,TX,USA,32.6518004,-96.9083366,48113.0
61640,4429000.0,HighSchool,2020,74.0,Myles Hinton,Greater Atlanta Christian School,Stanford,OT,78.0,308.0,4,0.9662,Norcross,GA,USA,33.9412127,-84.2135309,13135.0
61642,4429071.0,HighSchool,2020,75.0,Cody Simon,St. Peters Prep,Ohio State,ILB,73.0,218.0,4,0.966,Jersey City,NJ,USA,40.7281575,-74.0776417,34017.0
61643,4429795.0,HighSchool,2020,76.0,Jahmyr Gibbs,Dalton,Georgia Tech,RB,69.0,191.0,4,0.9652,Dalton,GA,USA,34.7691867,-84.9702475,13313.0
61644,4685723.0,HighSchool,2020,77.0,Roydell Williams,Hueytown,Alabama,RB,70.0,202.0,4,0.965,Hueytown,AL,USA,33.4512197,-86.9966606,1073.0
61646,4429168.0,HighSchool,2020,78.0,Antonio Johnson,East St. Louis,Texas A&M,S,75.0,182.0,4,0.9651,East Saint Louis,IL,USA,38.6244952,-90.1509429,17163.0
61645,4429114.0,HighSchool,2020,79.0,Zykeivous Walker,Schley County,Auburn,SDE,76.0,260.0,4,0.9649,Ellaville,GA,USA,32.2382139,-84.3090798,13249.0
61648,unknown,HighSchool,2020,80.0,Keshawn Lawrence,Ensworth,Tennessee,S,74.0,202.0,4,0.9649,Nashville,TN,USA,36.1622296,-86.7743531,47037.0
61647,4429112.0,HighSchool,2020,80.0,Jordan Toles,St. Frances Academy,LSU,S,73.5,190.0,4,0.9647,Baltimore,MD,USA,39.2908816,-76.610759,24510.0
74912,4692602.0,HighSchool,2020,81.0,Key Lawrence,Ensworth,Tennessee,S,74.0,202.0,4,0.9647,Nashville,TN,USA,36.1622296,-86.7743531,47037.0
61649,4429033.0,HighSchool,2020,82.0,Jermaine Burton,Calabasas,Georgia,WR,72.5,190.0,4,0.9646,Calabasas,CA,USA,34.1446643,-118.6440973,6037.0
61650,4430812.0,HighSchool,2020,83.0,Trey Wedig,Kettle Moraine,Wisconsin,OT,80.0,320.0,4,0.9641,Wales,WI,USA,43.0044549,-88.3767626,55133.0
61651,4429111.0,HighSchool,2020,84.0,BJ Ojulari,Marietta,LSU,WDE,75.0,224.0,4,0.9634,Marietta,GA,USA,33.9528472,-84.5496148,13067.0
61652,4430813.0,HighSchool,2020,85.0,Chantz Williams,Oakleaf,Miami,WDE,76.0,238.0,4,0.9634,Orange Park,FL,USA,30.1654707,-81.7016346,12019.0
61653,4429079.0,HighSchool,2020,86.0,Luke Doty,Myrtle Beach,South Carolina,DUAL,73.0,185.0,4,0.9632,Myrtle Beach,SC,USA,33.6956461,-78.8900409,45051.0
61654,4430855.0,HighSchool,2020,87.0,Jahari Rogers,Arlington,Florida,CB,72.0,170.0,4,0.963,Arlington,TX,USA,32.701939,-97.105623790337,48439.0
61655,unknown,HighSchool,2020,88.0,Andrew Gentry,Columbine,Virginia,OT,80.0,310.0,4,0.9628,Littleton,CO,USA,39.613321,-105.0166498,8005.0
61656,4692668.0,HighSchool,2020,89.0,Antonio Doyle,Lutheran North,Texas A&M,ILB,75.0,229.0,4,0.9616,Saint Louis,MO,USA,38.6264178,-90.1998378,29510.0
61657,4692511.0,HighSchool,2020,90.0,Nate Anderson,Reedy,Oklahoma,OG,77.0,262.0,4,0.9612,Frisco,TX,USA,33.1506744,-96.8236116,48085.0
61659,4430828.0,HighSchool,2020,91.0,Mookie Cooper,unknown,Ohio State,WR,68.5,193.0,4,0.9578,Saint Louis,MO,USA,38.6264178,-90.1998378,29510.0
61658,4429057.0,HighSchool,2020,91.0,Omari Thomas,Briarcrest Christian,Tennessee,DT,76.0,319.0,4,0.9577,Memphis,TN,USA,35.1490215,-90.0516285,47157.0
61660,4429030.0,HighSchool,2020,92.0,Andrew Raym,Broken Arrow,Oklahoma,OG,77.0,285.0,4,0.9577,Broken Arrow,OK,USA,36.0525993,-95.7908195,40143.0
74913,4430828.0,HighSchool,2020,93.0,Mookie Cooper,Pattonville,Ohio State,WR,68.0,193.0,4,0.9574,Saint Louis,MO,USA,38.6264178,-90.1998378,29510.0
61661,4686094.0,HighSchool,2020,94.0,Tre Williams,St. John's,Clemson,DT,74.5,306.0,4,0.9569,Washington,DC,USA,38.8949855,-77.0365708,11001.0
61662,4688813.0,HighSchool,2020,95.0,Josh Downs,North Gwinnett,North Carolina,WR,70.0,165.0,4,0.9563,Suwanee,GA,USA,34.0514898,-84.0712997,13135.0
61663,4429124.0,HighSchool,2020,96.0,Jacobian Guillory,Alexandria,LSU,DT,74.0,331.0,4,0.9562,Alexandria,LA,USA,31.311248,-92.4449087,27041.0
61664,4429021.0,HighSchool,2020,97.0,Antoine Sampah,Woodbridge,LSU,ILB,74.5,220.0,4,0.9558,Woodbridge,VA,USA,38.6581723,-77.2497049,51153.0
61665,4429008.0,HighSchool,2020,98.0,Wesley Steiner,Houston County,Auburn,ILB,72.0,220.0,4,0.9558,Warner Robins,GA,USA,32.6200973,-83.606568,13153.0
61666,4429145.0,HighSchool,2020,99.0,Harrison Bailey,Marietta,Tennessee,PRO,77.0,211.0,4,0.9555,Marietta,GA,USA,33.9528472,-84.5496148,13067.0
61667,4430863.0,HighSchool,2020,100.0,Tosh Baker,Pinnacle,Notre Dame,OT,79.0,271.0,4,0.9549,Phoenix,AZ,USA,33.4484367,-112.0741417,4013.0
61668,4429123.0,HighSchool,2020,101.0,Jay Hardy,McCallie School,Auburn,DT,76.0,280.0,4,0.9549,Chattanooga,TN,USA,35.0457219,-85.3094883,47065.0
61669,4429053.0,HighSchool,2020,102.0,A.J. Henning,Lincoln-Way East,Michigan,WR,70.0,183.0,4,0.9546,Frankfort,IL,USA,41.4958665,-87.8486613,17197.0
61670,4430839.0,HighSchool,2020,103.0,Paul Tchio,Milton,Clemson,OG,77.0,299.0,4,0.9545,Alpharetta,GA,USA,34.0709576,-84.2747329,13121.0
61671,4693369.0,HighSchool,2020,103.0,Jack Nelson,unknown,Wisconsin,OT,79.0,273.0,4,0.954,unknown,unknown,unknown,unknown,unknown,unknown
74914,4693369.0,HighSchool,2020,104.0,Jack Nelson,Stoughton,Wisconsin,OT,79.0,273.0,4,0.9539,Stoughton,WI,USA,42.9167389,-89.2178997,55025.0
61672,4430819.0,HighSchool,2020,105.0,Jalen Kimber,Mansfield Timberview,Georgia,CB,72.0,170.0,4,0.9534,Arlington,TX,USA,32.701939,-97.105623790337,48439.0
61673,4429043.0,HighSchool,2020,106.0,Jaylan Knighton,Deerfield Beach,Miami,RB,69.0,194.0,4,0.953,Deerfield Beach,FL,USA,26.318342,-80.0996306,12011.0
61674,4430858.0,HighSchool,2020,107.0,Garrett Hayes,Athens,TCU,OG,77.0,318.0,4,0.9525,Athens,TX,USA,32.2044416,-95.854914,48213.0
61675,4430806.0,HighSchool,2020,108.0,Luke Wypler,St Joseph Regional,Ohio State,OC,74.0,285.0,4,0.9523,Montvale,NJ,USA,41.0467635,-74.0229173,34003.0
61677,unknown,HighSchool,2020,109.0,EJ Smith,Jesuit,Stanford,APB,71.0,199.0,4,0.9516,Dallas,TX,USA,32.7762719,-96.7968559,48113.0
61676,4429039.0,HighSchool,2020,110.0,Marcus Dumervil,St. Thomas Aquinas,LSU,OT,77.0,305.0,4,0.9515,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011.0
61678,4429056.0,HighSchool,2020,111.0,Kobe Hudson,Troup County,Auburn,WR,73.0,186.0,4,0.9509,Lagrange,GA,USA,33.039291,-85.0313269,13285.0
61679,4430826.0,HighSchool,2020,112.0,Zavier Betts,Bellevue West,Nebraska,WR,74.0,189.0,4,0.9505,Bellevue,NE,USA,41.1366494,-95.8907373,31153.0
61680,4429100.0,HighSchool,2020,113.0,Peter Skoronski,Maine South,Northwestern,OC,76.0,275.0,4,0.9502,Park Ridge,IL,USA,42.0112329,-87.8406031,17031.0
61682,unknown,HighSchool,2020,114.0,Don Chaney Jr.,Belen Jesuit Prep,Miami,RB,70.5,203.0,4,0.9498,Miami,FL,USA,25.7742658,-80.1936589,12086.0
61681,4430816.0,HighSchool,2020,115.0,Myles Murao,Mater Dei,Washington,OC,74.0,312.0,4,0.9497,Santa Ana,CA,USA,33.7494951,-117.8732213,6059.0
61683,4686104.0,HighSchool,2020,116.0,Johnny Wilson,Calabasas,Arizona State,WR,78.0,224.0,4,0.9491,Calabasas,CA,USA,34.1446643,-118.6440973,6037.0
61684,4692660.0,HighSchool,2020,117.0,Malachi Wideman,Venice,Tennessee,WR,76.5,197.0,4,0.9489,Venice,FL,USA,27.0999188,-82.4543597,12115.0
61685,4692555.0,HighSchool,2020,118.0,Tyler Baron,Knoxville Catholic,Tennessee,SDE,77.0,256.0,4,0.9487,Knoxville,TN,USA,35.9603948,-83.9210261,47093.0
61686,4429050.0,HighSchool,2020,119.0,Chris Morris,West Memphis,Texas A&M,OG,75.5,287.0,4,0.9482,West Memphis,AR,USA,35.1464797,-90.1845388,5035.0
61687,4429101.0,HighSchool,2020,120.0,Jordan Botelho,St. Louis,Notre Dame,ILB,75.0,230.0,4,0.9478,Honolulu,HI,USA,21.304547,-157.8556764,15003.0
61688,4429068.0,HighSchool,2020,121.0,Ethan Garbers,Corona Del Mar,Washington,PRO,75.0,193.0,4,0.9475,Newport Beach,CA,USA,33.6170092,-117.9294401,6059.0
61689,4429040.0,HighSchool,2020,122.0,Vernon Broughton,Cy Ridge,Texas,DT,77.0,286.0,4,0.9473,Houston,TX,USA,29.7589382,-95.3676974,48201.0
61690,4429005.0,HighSchool,2020,122.0,Braiden McGregor,unknown,Michigan,SDE,78.0,260.0,4,0.9472,Port Huron,MI,USA,42.9815877,-82.440466,26147.0
74915,4429005.0,HighSchool,2020,123.0,Braiden McGregor,Port Huron Northern,Michigan,SDE,78.0,260.0,4,0.947,Port Huron,MI,USA,42.9815877,-82.440466,26147.0
61691,4692521.0,HighSchool,2020,124.0,Reggie Grimes,Ravenwood,Oklahoma,WDE,75.5,242.0,4,0.9466,Brentwood,TN,USA,36.0325687,-86.7825235,47187.0
61692,4430810.0,HighSchool,2020,125.0,Daniyel Ngata,Folsom,Arizona State,APB,69.0,180.0,4,0.9464,Folsom,CA,USA,38.6779591,-121.1760583,6067.0
61693,4429151.0,HighSchool,2020,126.0,John Humphreys,Corona Del Mar,Stanford,WR,77.0,205.0,4,0.9458,Newport Beach,CA,USA,33.6170092,-117.9294401,6059.0
61694,4429140.0,HighSchool,2020,127.0,Prince Dorbah,Highland Park,Texas,OLB,74.5,208.0,4,0.9444,Dallas,TX,USA,32.7762719,-96.7968559,48113.0
61695,4429010.0,HighSchool,2020,128.0,Jalen Rivers,Oakleaf,Miami,OT,78.0,331.0,4,0.9425,Orange Park,FL,USA,30.1654707,-81.7016346,12019.0
61696,4429096.0,HighSchool,2020,129.0,Blake Corum,St. Frances Academy,Michigan,RB,68.0,193.0,4,0.9419,Laurel,MD,USA,39.0992752,-76.8483061,24033.0
61697,unknown,HighSchool,2020,130.0,Kevontre Bradford,Lancaster,LSU,RB,71.0,193.0,4,0.9401,Lancaster,TX,USA,32.5920798,-96.7561083,48113.0
61698,4428993.0,HighSchool,2020,131.0,Haynes King,Longview,Texas A&M,DUAL,74.5,189.0,4,0.9397,Longview,TX,USA,32.5007031,-94.74049,48183.0
61699,4429062.0,HighSchool,2020,132.0,Ze'Vian Capers,Denmark,Auburn,WR,75.5,195.0,4,0.9389,Alpharetta,GA,USA,34.0709576,-84.2747329,13121.0
61700,4429131.0,HighSchool,2020,133.0,Keyshawn Greene,Wakulla,Nebraska,OLB,75.0,195.0,4,0.9384,Crawfordville,FL,USA,30.1760358,-84.3751778,12129.0
61701,4686468.0,HighSchool,2020,134.0,Seth McGowan,Poteet,Oklahoma,RB,71.5,215.0,4,0.9378,Mesquite,TX,USA,32.7666103,-96.599472,48113.0
61702,4429063.0,HighSchool,2020,135.0,Enzo Jennings,Oak Park,Penn State,S,73.0,185.0,4,0.9377,Oak Park,MI,USA,42.4595317,-83.1821445,17031.0
61703,4430843.0,HighSchool,2020,136.0,Jalen Berger,Don Bosco Prep,Wisconsin,RB,72.0,205.0,4,0.9374,Ramsey,NJ,USA,41.0573188,-74.1409771,34003.0
61704,4429160.0,HighSchool,2020,137.0,Devon Achane,Fort Bend Marshall,Texas A&M,APB,69.0,170.0,4,0.9373,Missouri City,TX,USA,29.6185669,-95.5377215,48157.0
61705,4429059.0,HighSchool,2020,138.0,Jo'Quavious Marks,Carver,Mississippi State,RB,70.0,190.0,4,0.9369,Atlanta,GA,USA,33.7490987,-84.3901849,13121.0
61706,4429127.0,HighSchool,2020,139.0,Xavion Alford,Shadow Creek,Texas,S,72.0,182.0,4,0.9367,Pearland,TX,USA,29.5639758,-95.2864299,48039.0
61708,4429078.0,HighSchool,2020,140.0,Chad Lindberg,Clear Creek,Georgia,OT,78.5,327.0,4,0.9367,League City,TX,USA,29.5074538,-95.0949303,48167.0
61707,4429184.0,HighSchool,2020,141.0,Elijhah Badger,Folsom,Arizona State,ATH,74.0,195.0,4,0.9364,Sacramento,CA,USA,38.5815719,-121.4943996,6067.0
61709,4685738.0,HighSchool,2020,142.0,Josh White,Cy Creek,LSU,ILB,73.0,200.0,4,0.9359,Houston,TX,USA,29.7589382,-95.3676974,48201.0
61710,4429164.0,HighSchool,2020,143.0,Nick Herbig,St Louis School,Wisconsin,OLB,74.0,215.0,4,0.9359,Honolulu,HI,USA,21.304547,-157.8556764,15003.0
61711,4430823.0,HighSchool,2020,144.0,Thaiu Jones-Bell,Miami Carol City,Alabama,WR,71.0,187.0,4,0.9358,Hallandale,FL,USA,25.9856006,-80.13999671464335,12011.0
